editId	srclang	trglang	srcIndex	documentId	segmentId	editorId	system1Number	system1Id	system1actionVal	system1actionStr	system1edit
656	English	German	175	lidovky.cz/2009/12/10/75483	13	A1JO5TWGOC9MKQ	6	cmu-heafield-combo	3	BAD	In der Sowjetunion, einheitliche, erhielt er zwei olympische Goldmedaillen, sieben Fußballweltmeisterschaft Fliesen ausgelegten Teppich aus, und das in Kanada und der Junior World Championship.
657	English	German	176	lidovky.cz/2009/12/10/75483	14	A1JO5TWGOC9MKQ	6	cmu-heafield-combo	1	EDIT	In der zweiten Hälfte seiner Karriere hatte er auch in der NHL Erfolg, als er mit den Detroit zweimal den Stanley Cup gewann.
658	English	German	177	lidovky.cz/2009/12/10/75483	15	A1JO5TWGOC9MKQ	6	cmu-heafield-combo	2	OK	Seit 2001 war er Mitglied der Hockey Hall of Fame.
659	English	German	178	lidovky.cz/2009/12/10/75482	1	A1JO5TWGOC9MKQ	6	cmu-heafield-combo	1	EDIT	Hyundai Gewerkschaften verpflichtet, alle Überstunden zu kürzen.
660	English	German	179	lidovky.cz/2009/12/10/75482	2	A1JO5TWGOC9MKQ	6	cmu-heafield-combo	1	EDIT	Die Verwaltung des Auto-Werks von Hyundai in Nošovice hat zugestimmt, mit den Gewerkschaften alle Überstunden zu senken.
661	German	English	152	lidovky.cz/2009/12/10/75485	10	A1JO5TWGOC9MKQ	27	koc	3	BAD	Until the end of the fluges Technische are, in turn, damage to the rakete aufgetreten.
662	German	English	153	lidovky.cz/2009/12/10/75485	11	A1JO5TWGOC9MKQ	27	koc	1	EDIT	Presumably the motor exploded in the third rocket stage.
663	German	English	154	lidovky.cz/2009/12/10/75485	12	A1JO5TWGOC9MKQ	27	koc	3	BAD	"this time startete bulava" from the atom-u-boot dmitrij donskij, which under the water of the White meers said.
664	German	English	155	lidovky.cz/2009/12/10/75485	13	A1JO5TWGOC9MKQ	27	koc	1	EDIT	This type of rocket allows launching from the submarine.
665	German	English	156	lidovky.cz/2009/12/10/75485	14	A1JO5TWGOC9MKQ	27	koc	1	EDIT	It is likely that the mysterious light in Norway caused by a unidentified flying object actually was the damaged "bulava".
666	German	English	152	lidovky.cz/2009/12/10/75485	10	A23Q0IA9ISEC3M	15	cu-zeman	3	BAD	Only the conclusion of the fluges, in turn, technical damage to the missile.
667	German	English	153	lidovky.cz/2009/12/10/75485	11	A23Q0IA9ISEC3M	15	cu-zeman	3	BAD	Probably exploded the motor in the third raketenstufe.
668	German	English	154	lidovky.cz/2009/12/10/75485	12	A23Q0IA9ISEC3M	15	cu-zeman	1	EDIT	This "launched bulava" from the nuclear submarine, Dmitry Donskij drove under the water of the white sea.
669	German	English	155	lidovky.cz/2009/12/10/75485	13	A23Q0IA9ISEC3M	15	cu-zeman	3	BAD	These raketentyp gives the launch of the submarine.
670	German	English	156	lidovky.cz/2009/12/10/75485	14	A23Q0IA9ISEC3M	15	cu-zeman	3	BAD	So it is likely that the caused by an indeterminate fliegendes object mysterious light about nordwegen, indeed, was damaged "bulava."
671	German	English	1263	frankfurter-rundschau/2009/12/10/9952	1	A1JO5TWGOC9MKQ	37	onlineA	1	EDIT	Government checks judgment of airport
672	German	English	1264	frankfurter-rundschau/2009/12/10/9952	2	A1JO5TWGOC9MKQ	37	onlineA	1	EDIT	The Government has left open in the Landtag of Wiesbaden whether to go against the judgment of the Hessian admnistrative court (VGH) to the night flight prohibition in revision.
673	German	English	1265	frankfurter-rundschau/2009/12/10/9952	3	A1JO5TWGOC9MKQ	37	onlineA	1	EDIT	The CDU/FDP coalition has asked legal experts to look at the VGH judgment of more than comprehensive 400 pages, said Minister of Economic Affairs Dieter Posch (FDP).
674	German	English	1266	frankfurter-rundschau/2009/12/10/9952	4	A1JO5TWGOC9MKQ	37	onlineA	1	EDIT	The VGH in Kassel had mostly justified these days in writing that the place of the construction of the planned Northwest runway of Frankfurt airport had newly regulated the night flight prohibition.
675	German	English	1267	frankfurter-rundschau/2009/12/10/9952	5	A1JO5TWGOC9MKQ	37	onlineA	1	EDIT	The admission of 17 flights between 23 and 5 o'clock, as provided for in the provincial Government, was to agree with the legally provided protection of the population from nocturnal air traffic.
676	German	English	1588	spiegel/2009/12/12/73257	121	A23Q0IA9ISEC3M	52	upv-combo	2	OK	Dream is a different state, he describes his experience.
677	German	English	1589	spiegel/2009/12/12/73257	122	A23Q0IA9ISEC3M	52	upv-combo	1	EDIT	Quite in contrast, I have the memories from mental travel even after many years and they are clear in minor details .
678	German	English	1590	spiegel/2009/12/12/73257	123	A23Q0IA9ISEC3M	52	upv-combo	1	EDIT	Even more than really real ones.
679	German	English	1591	spiegel/2009/12/12/73257	124	A23Q0IA9ISEC3M	52	upv-combo	1	EDIT	The intensity of this experience goes beyond the horizon of our other real-world life experience, says the psychiatrist Schmidt Hardt.
680	German	English	1592	spiegel/2009/12/12/73257	125	A23Q0IA9ISEC3M	52	upv-combo	3	BAD	At the end of show Oneiroide psychoses, hallucinations and drugs binge, how fragile our internal copies of external reality in the guards.
681	German	English	236	lidovky.cz/2009/12/10/75474	11	A1JO5TWGOC9MKQ	1	_ref	2	OK	The Czech Republic should get by with a deficit of 163 billion crowns.
682	German	English	237	lidovky.cz/2009/12/10/75474	12	A1JO5TWGOC9MKQ	1	_ref	2	OK	Before the vote, the ODS left the room, complying with the government's wishes that the amended budget is not as poor an option as the provisional budget.
683	German	English	238	lidovky.cz/2009/12/10/75474	13	A1JO5TWGOC9MKQ	1	_ref	2	OK	Disappointment and futility
684	German	English	239	lidovky.cz/2009/12/10/75474	14	A1JO5TWGOC9MKQ	1	_ref	2	OK	The finance minister, Eduard Janota, has spoken about his feeling of disappointment and futility, while Premier Jan Fischer said that the government is still assessing the current situation.
685	German	English	240	lidovky.cz/2009/12/10/75474	15	A1JO5TWGOC9MKQ	1	_ref	2	OK	Nečas is convinced that if Janota were to really threaten to resign should the proposed amendments be accepted, the situation would look completely different.
686	German	English	1336	frankfurter-rundschau/2009/12/10/99509	18	A23Q0IA9ISEC3M	50	uppsala	1	EDIT	The rules should apply in the approval of new courses, but also in the review of existing courses.
687	German	English	1337	frankfurter-rundschau/2009/12/10/99509	19	A23Q0IA9ISEC3M	50	uppsala	3	BAD	This must all five years' reakkreditiert "– which means that it will take until 2015, until all courses were reviewed.
688	German	English	1338	frankfurter-rundschau/2009/12/10/99509	20	A23Q0IA9ISEC3M	50	uppsala	3	BAD	Bundesweit are responsible for 10 akkreditierungsagenturen from the countries established akkreditierungsrat.
689	German	English	1339	frankfurter-rundschau/2009/12/10/99509	21	A23Q0IA9ISEC3M	50	uppsala	3	BAD	The Culture Minister had the countries in October "vigorously" for the agencies to make sure that the stofffülle the prüfungsregime not too big and not too strict.
690	German	English	1340	frankfurter-rundschau/2009/12/10/99509	22	A23Q0IA9ISEC3M	50	uppsala	1	EDIT	In individual countries, universities and colleges have already agreed with the interior ministry to take appropriate measures.
691	German	English	236	lidovky.cz/2009/12/10/75474	11	A23Q0IA9ISEC3M	42	rwth	2	OK	The Czech Republic should operate with a backlog of 163 billion kronor.
692	German	English	237	lidovky.cz/2009/12/10/75474	12	A23Q0IA9ISEC3M	42	rwth	1	EDIT	The ODS has left the chamber before the vote, so she has complied with the wishes of the government, because the amended budget is only a less bad version of the provisional budget.
693	German	English	238	lidovky.cz/2009/12/10/75474	13	A23Q0IA9ISEC3M	42	rwth	2	OK	Frustration and futility
694	German	English	239	lidovky.cz/2009/12/10/75474	14	A23Q0IA9ISEC3M	42	rwth	3	BAD	The Finance Minister, Eduard Janota, has spoken of his disappointment and a sense of futility, whereas quoted Prime Minister Jan Fischer has stated that the government's assessment of the current situation.
695	German	English	240	lidovky.cz/2009/12/10/75474	15	A23Q0IA9ISEC3M	42	rwth	1	EDIT	Necas is convinced that, if Janota was serious about his resignation in the event that the amendments were adopted, the situation would be different.
696	German	English	205	lidovky.cz/2009/12/10/75478	3	A23Q0IA9ISEC3M	55	uu-ms	3	BAD	The main benefit of improved substance is that he is also to the viruses, which are resistant to drugs.
697	German	English	206	lidovky.cz/2009/12/10/75478	4	A23Q0IA9ISEC3M	55	uu-ms	3	BAD	This fact pervades, against the disadvantage that the connection to normal virus-varianten not so much, as one of the existing medicines.
698	German	English	207	lidovky.cz/2009/12/10/75478	5	A23Q0IA9ISEC3M	55	uu-ms	2	OK	The disease AIDS could not be cured.
699	German	English	208	lidovky.cz/2009/12/10/75478	6	A23Q0IA9ISEC3M	55	uu-ms	3	BAD	The patients can the medikamentenzusammenstellung but life in length and the proliferation of the HIV viruses from the body.
700	German	English	209	lidovky.cz/2009/12/10/75478	7	A23Q0IA9ISEC3M	55	uu-ms	1	EDIT	They are uses, but with a whole series of side effects.
701	German	English	500	washpost/2009/12/12/79423	24	A1JO5TWGOC9MKQ	5	cmu	1	EDIT	An activity that is available in any other legally free society - free mobile phones - is a crime in Cuba, said Jose Miguel Vivanco, the head of the American section of the group Human Rights Watch, which recently launched a harsh report on the freedom in Cuba with the title of "new Castro, Cuba", an allusion to the investiture of Raul Castro as the leader of the country instead of the sick older brother Fidel Castro .
702	German	English	501	washpost/2009/12/12/79423	25	A1JO5TWGOC9MKQ	5	cmu	1	EDIT	Vivanco said that the defendants are very often arrested, convicted and imprisoned within one day.
703	German	English	502	washpost/2009/12/12/79423	26	A1JO5TWGOC9MKQ	5	cmu	1	EDIT	He said that any solution is likely to be political and that the Cuban government is often a negative reaction to the United States, just at the time when both countries strive for more commitment to dialogue with each other.
704	German	English	503	washpost/2009/12/12/79422	1	A1JO5TWGOC9MKQ	5	cmu	2	OK	Pakistani government officials plan to meet men to send to Afghanistan
705	German	English	504	washpost/2009/12/12/79422	2	A1JO5TWGOC9MKQ	5	cmu	1	EDIT	Pakistani authorities discovered on Saturday five men from Afghanistan leading to the head of a conspiracy , the aim of which was to kill US soldiers, and said that they hope the case could help with an extensive network of terrorist recruiters who comb through the Internet for radicalised young men.
706	German	English	1508	spiegel/2009/12/12/73257	41	A23Q0IA9ISEC3M	27	koc	1	EDIT	The reality experience in the psychosis is self-centered , says Professor Thomas Fuchs, physician at the university clinic for general psychiatry in Heidelberg.
707	German	English	1509	spiegel/2009/12/12/73257	42	A23Q0IA9ISEC3M	27	koc	1	EDIT	The schizophren is located in the centre of the events, everything has a special importance to him.
708	German	English	1510	spiegel/2009/12/12/73257	43	A23Q0IA9ISEC3M	27	koc	1	EDIT	At the same time, he is in a passive role, he will feel overwhelmed similar to in a dream where you can not actively take part.
709	German	English	1511	spiegel/2009/12/12/73257	44	A23Q0IA9ISEC3M	27	koc	2	OK	Schizophrene therefore often feel threatened, controlled and manipulated.
710	German	English	1512	spiegel/2009/12/12/73257	45	A23Q0IA9ISEC3M	27	koc	3	BAD	A realitätsabgleich you usually is not possible, the trugbilder grausame are waking up to reality.
711	German	English	122	lidovky.cz/2009/12/10/75486	10	A23Q0IA9ISEC3M	37	onlineA	3	BAD	He was undfür in 1990 released set four years he was President of the country.
712	German	English	123	lidovky.cz/2009/12/10/75486	11	A23Q0IA9ISEC3M	37	onlineA	2	OK	In 1993, he was awarded the Nobel Peace Prize.
713	German	English	124	lidovky.cz/2009/12/10/75486	12	A23Q0IA9ISEC3M	37	onlineA	1	EDIT	"Invictus" is the Latin word for "undefeated" and at the same time this is the name of a poem of the English author William Ernest Henley, which was published in 1875.
714	German	English	125	lidovky.cz/2009/12/10/75486	13	A23Q0IA9ISEC3M	37	onlineA	3	BAD	The request was to speak as he
715	German	English	126	lidovky.cz/2009/12/10/75486	14	A23Q0IA9ISEC3M	37	onlineA	3	BAD	The film describes a real event of Nelson Mandela join forces with Captain of South African rugby team, Francois Pienaar, to reach it. The new President Mandela knows that his people remains still Vorota terms and economically divided by apartheid.
716	German	English	775	times-of-london/2009/12/11/100522	28	A23Q0IA9ISEC3M	6	cmu-heafield-combo	1	EDIT	But even if he sets the wheels in motion, the rail network is to be built in sections.
717	German	English	776	times-of-london/2009/12/11/100522	29	A23Q0IA9ISEC3M	6	cmu-heafield-combo	1	EDIT	The trains would have to switch from the high - speed lines to existing rail lines in the north of Birmingham, and the journey time between London and Scotland would be about three hours.
718	German	English	777	times-of-london/2009/12/11/100522	30	A23Q0IA9ISEC3M	6	cmu-heafield-combo	2	OK	This is seen as a key sticking point, so that a switch from air to rail can be a beacon for the rail revolution.
719	German	English	778	times-of-london/2009/12/11/100521	1	A23Q0IA9ISEC3M	6	cmu-heafield-combo	1	EDIT	Taxpayers money for mortgages for 75,000 pounds for the Orangerie of a conservative
720	German	English	779	times-of-london/2009/12/11/100521	2	A23Q0IA9ISEC3M	6	cmu-heafield-combo	1	EDIT	Alan Duncan, the senior Conservative member of the House of Commons, has asked the taxpayer for thousands of pounds per year for the cost of his building in his constituency.
721	German	English	1283	frankfurter-rundschau/2009/12/10/99519	7	A1JO5TWGOC9MKQ	32	liu	1	EDIT	They took the rest of the amount out of their own tills, among other things, which were well-filled by selling an insurance.
722	German	English	1284	frankfurter-rundschau/2009/12/10/99519	8	A1JO5TWGOC9MKQ	32	liu	1	EDIT	Reserve Chairman Kenneth Lewis said thanks to the American taxpayers on Wednesday evening: The injection took over a very difficult time.
723	German	English	1285	frankfurter-rundschau/2009/12/10/99519	9	A1JO5TWGOC9MKQ	32	liu	1	EDIT	The money house damaged itself, when it tried to take over the investment bank Merrill Lynch at the height of the financial crisis.
724	German	English	1286	frankfurter-rundschau/2009/12/10/99519	10	A1JO5TWGOC9MKQ	32	liu	1	EDIT	The Citigroup wants to free itself from its liabilities vis-à-vis the state and also put money on capital market.
725	German	English	1287	frankfurter-rundschau/2009/12/10/99519	11	A1JO5TWGOC9MKQ	32	liu	3	BAD	On Thursday, the US could be a roughly $20 billion to announce heavy increase of its capital, CNBC reported on the pretext of circles.
726	German	English	53	lidovky.cz/2009/12/10/75519	20	A1JO5TWGOC9MKQ	5	cmu	1	EDIT	This is also to build a "head of state" which is the minimalist goal, the aim of the operation is very unrealistic .
727	German	English	54	lidovky.cz/2009/12/10/75519	21	A1JO5TWGOC9MKQ	5	cmu	1	EDIT	In any case , Obama's strategy surprised by its voluntarism.
728	German	English	55	lidovky.cz/2009/12/10/75519	22	A1JO5TWGOC9MKQ	5	cmu	1	EDIT	Over the last eight years the situation in Afghanistan has deteriorated and now it is on the brink of explosion.
729	German	English	56	lidovky.cz/2009/12/10/75519	23	A1JO5TWGOC9MKQ	5	cmu	3	BAD	They believe that the small soldiers in the Kriegsgeschrei on the ' war ' has broken out here , to create a miracle , can only be a truly romantic soul , which is different from the facts do not impress .
730	German	English	57	lidovky.cz/2009/12/10/75519	24	A1JO5TWGOC9MKQ	5	cmu	3	BAD	From the political point of view , it is the sheer irresponsibility for the troop withdrawal , because the Taliban as the indirect confession of American defeat .
731	German	English	988	lesechos/2009/12/10/218321	20	A23Q0IA9ISEC3M	31	limsi	1	EDIT	Roman Polanski was arrested on 26 September in Switzerland, at the instigation of a US arrest warrant.
732	German	English	989	lesechos/2009/12/10/218321	21	A23Q0IA9ISEC3M	31	limsi	1	EDIT	After two months, which he spent behind bars, he was in anticipation of a possible extradition to the house arrest in his Chalet in Gstaad.
733	German	English	990	lesechos/2009/12/11/218659	1	A23Q0IA9ISEC3M	31	limsi	3	BAD	Wall Street will be slowed down by the rise in the dollar and does without.
734	German	English	991	lesechos/2009/12/11/218659	2	A23Q0IA9ISEC3M	31	limsi	1	EDIT	The New York Stock Exchange ended on Friday without line in a market that was torn between better United States indicators and a rise in the dollar: the Dow Jones won 0.63%, the Nasdaq, on the other hand, lost 0.03%.
735	German	English	992	lesechos/2009/12/11/218659	3	A23Q0IA9ISEC3M	31	limsi	3	BAD	On the basis of the final, closing figures, the Dow Jones Industrial Average 65,67 points in order to 10.471,50 points higher, while the technology dominated Nasdaq 0,55 points made on 2.190,31 points.
736	German	English	255	lidovky.cz/2009/12/10/75474	30	A1JO5TWGOC9MKQ	1	_ref	2	OK	Nečas also stressed that, on Wednesday in the House, the ODS would evidently have voted against the amended budget if the Prime Minister had not explicitly asked the civil democrats to allow the budget to be approved.
737	German	English	256	lidovky.cz/2009/12/10/75474	31	A1JO5TWGOC9MKQ	1	_ref	2	OK	We don't look like orphans, we're not little children, was how he reacted to the question of whether the ODS was not hampered by the presence of the party chairman in the parliament and in the Czech Republic during the political negotiations regarding the budget.
738	German	English	257	lidovky.cz/2009/12/10/75474	32	A1JO5TWGOC9MKQ	1	_ref	2	OK	I didn't notice that my vote was missing.
739	German	English	258	lidovky.cz/2009/12/10/75474	33	A1JO5TWGOC9MKQ	1	_ref	2	OK	Back when I renounced my mandate, I knew that the following months would see the Bolshevisation of the House and the destruction of all that is positive, Topolánek himself responded.
740	German	English	259	lidovky.cz/2009/12/10/75470	1	A1JO5TWGOC9MKQ	1	_ref	2	OK	The new Czech Railways timetable shows that fewer trains will be running for almost the same fares
741	German	English	53	lidovky.cz/2009/12/10/75519	20	A23Q0IA9ISEC3M	43	rwth-combo	2	OK	The building of a "strong state ", which is the minimalist objective of the whole operation is very unrealistic.
742	German	English	54	lidovky.cz/2009/12/10/75519	21	A23Q0IA9ISEC3M	43	rwth-combo	3	BAD	Time horizon of the Obama strategy surprised by his voluntarism
743	German	English	55	lidovky.cz/2009/12/10/75519	22	A23Q0IA9ISEC3M	43	rwth-combo	1	EDIT	The situation in Afghanistan has worsened over the last eight years and now it is on the verge of explosion.
744	German	English	56	lidovky.cz/2009/12/10/75519	23	A23Q0IA9ISEC3M	43	rwth-combo	3	BAD	We believe that the small soldiers broke out in the war cry on the "early" create a miracle, can only a truly romantic soul, is not influenced by facts.
745	German	English	57	lidovky.cz/2009/12/10/75519	24	A23Q0IA9ISEC3M	43	rwth-combo	1	EDIT	From a political point of view, the date for the withdrawal of troops is sheer irresponsibility, because it would serve as an indirect confession of American defeat to the Taliban.
746	German	English	816	lesechos/2009/12/12/218771	1	A1JO5TWGOC9MKQ	24	jhu	2	OK	Payment: angry guards, actions planned
747	German	English	817	lesechos/2009/12/12/218771	2	A1JO5TWGOC9MKQ	24	jhu	1	EDIT	The unions for officers of the penal system have called for a general day on Friday, in order to ensure that the bonuses and overtime which were delayed until January for budget reasons, will be paid before Christmas.
748	German	English	818	lesechos/2009/12/12/218771	3	A1JO5TWGOC9MKQ	24	jhu	1	EDIT	The second Union of officers of the penal system,   Fo-pénitentiaire, has called for the staff which have no service on Tuesday morning to block the streets, to draw attention to their case.
749	German	English	819	lesechos/2009/12/12/218771	4	A1JO5TWGOC9MKQ	24	jhu	1	EDIT	The 3 Unions of officers of the penal system, called  Cgt-pénitentiaire, called for a strong mobilisation in the various prisons, on which the non-payment of incurred overtime in October, night shift premiums and the Sunday and holiday premiums in December were denounced as disgraceful and unacceptable.
750	German	English	820	lesechos/2009/12/12/218771	5	A1JO5TWGOC9MKQ	24	jhu	3	BAD	The first trade union Strafvollzugsbeamten, autonomous federal Strafanstaltsunion  Ufap / Unsa , called  General Interruptions  …  in order to show the discontent and anger.
751	German	English	988	lesechos/2009/12/10/218321	20	A1JO5TWGOC9MKQ	31	limsi	1	EDIT	Roman Polanski was arrested on September 26th in Switzerland, at the instigation of a US arrest warrant.
752	German	English	989	lesechos/2009/12/10/218321	21	A1JO5TWGOC9MKQ	31	limsi	1	EDIT	Two months ago, which he spent behind bars, he was then released to the house arrest in his Chalet in Gstaad in anticipation of a possible extradition.
753	German	English	990	lesechos/2009/12/11/218659	1	A1JO5TWGOC9MKQ	31	limsi	2	OK	Wall Street will be slowed down by the rise in the dollar and does without.
754	German	English	991	lesechos/2009/12/11/218659	2	A1JO5TWGOC9MKQ	31	limsi	2	OK	The New York Stock Exchange ended on Friday without line in a market that, between better than in the United States indicators and a rise in the dollar was torn: the Dow Jones won 0.63%, the Nasdaq, on the other hand, lost 0.03%.
755	German	English	992	lesechos/2009/12/11/218659	3	A1JO5TWGOC9MKQ	31	limsi	3	BAD	On the basis of the final, closing figures, the Dow Jones Industrial Average 65,67 points in order to 10.471,50 points higher, while the technology dominated Nasdaq 0,55 points made on 2.190,31 points.
756	German	English	1275	frankfurter-rundschau/2009/12/10/9952	13	A1JO5TWGOC9MKQ	47	umd	1	EDIT	We need a safe decision, said Stefan Müller (FDP).
757	German	English	1276	frankfurter-rundschau/2009/12/10/9952	14	A1JO5TWGOC9MKQ	47	umd	3	BAD	So, as they are the opposition, the statements of his group the night never been.
758	German	English	1277	frankfurter-rundschau/2009/12/10/99519	1	A1JO5TWGOC9MKQ	47	umd	2	OK	US banks pay back aid
759	German	English	1278	frankfurter-rundschau/2009/12/10/99519	2	A1JO5TWGOC9MKQ	47	umd	2	OK	The crisis-ridden US banks strip their government shackles.
760	German	English	1279	frankfurter-rundschau/2009/12/10/99519	3	A1JO5TWGOC9MKQ	47	umd	1	EDIT	On Wednesday, the Bank of America has paid back the aid for the banks at a total of $45 billion (well paid 30 billion euros) in bailout funds to TARP in one fell swoop.
761	German	English	1275	frankfurter-rundschau/2009/12/10/9952	13	A23Q0IA9ISEC3M	42	rwth	1	EDIT	We need a legal decision, said Stefan Müller (FDP).
762	German	English	1276	frankfurter-rundschau/2009/12/10/9952	14	A23Q0IA9ISEC3M	42	rwth	3	BAD	So, as the opposition, been the statements of his group's ban on night flights.
763	German	English	1277	frankfurter-rundschau/2009/12/10/99519	1	A23Q0IA9ISEC3M	42	rwth	2	OK	US banks to pay back aid
764	German	English	1278	frankfurter-rundschau/2009/12/10/99519	2	A23Q0IA9ISEC3M	42	rwth	3	BAD	The troubled U.S. big banks their state shackles.
765	German	English	1279	frankfurter-rundschau/2009/12/10/99519	3	A23Q0IA9ISEC3M	42	rwth	1	EDIT	On Wednesday, the Bank of America, with support from the banking rescue fund Tarp totalling 45 billion dollars (30 billion euros) fell in one swoop.
766	German	English	1588	spiegel/2009/12/12/73257	121	A23Q0IA9ISEC3M	8	cmu-hyposel-combo	0	N/A	Dream is a different situation, he describes his experience.
767	German	English	1589	spiegel/2009/12/12/73257	122	A23Q0IA9ISEC3M	8	cmu-hyposel-combo	1	EDIT	Quite on the contrary, i have the memories from mental travel even after many years and in overwhelming detail.
768	German	English	1590	spiegel/2009/12/12/73257	123	A23Q0IA9ISEC3M	8	cmu-hyposel-combo	2	OK	Even clearer and more intense than memories.
769	German	English	1591	spiegel/2009/12/12/73257	124	A23Q0IA9ISEC3M	8	cmu-hyposel-combo	2	OK	The intensity of this experience goes beyond the horizon of our other lives of worldly experience, says the psychiatrist Degenhard Schmidt.
770	German	English	1592	spiegel/2009/12/12/73257	125	A23Q0IA9ISEC3M	8	cmu-hyposel-combo	3	BAD	At the end of the show Oneiroide, psychoses, hallucinations and Drogenrausch how fragile our internal given the external reality in the guards.
771	English	German	438	economist/2009/12/10/17238	13	A1JO5TWGOC9MKQ	31	limsi	3	BAD	Obwohl in Norwegen, die USA und Russland, die das Töten weiter in Grönland und Kanada, wo Jäger in Hubschraubern und skidoo-riding Inuit sowohl die Inder mit schwerwiegenden Angriff Gewehren in deren Steinbruch.
772	English	German	439	economist/2009/12/10/17238	14	A1JO5TWGOC9MKQ	31	limsi	1	EDIT	Ironischerweise ist es in den Gewässern im Norden dieser beiden Jagdnationen, wo das Eis am längsten dauern wird.
773	English	German	440	economist/2009/12/10/17238	15	A1JO5TWGOC9MKQ	31	limsi	1	EDIT	In seinem neuen Buch, "Nach der Eiszeit", gibt Alun Anderson, ein früherer Redakteur des New Scientist, eine klare und deutliche Berücksichtigung der Wissenschaft in der Arktis und einen leidenschaftlichen Vorgeschmack, wie sich die Zukunft erweisen könnte.
774	English	German	441	economist/2009/12/10/17238	16	A1JO5TWGOC9MKQ	31	limsi	0	N/A	Die Wissenschaftler haben nicht alle die Antworten.
775	English	German	442	economist/2009/12/10/17238	17	A1JO5TWGOC9MKQ	31	limsi	1	EDIT	Weder der Wissenschaftler noch Meeresforscher können angemessen die Geschwindigkeit der Veränderungen vorhersagen.
776	English	German	602	washpost/2009/12/12/79417	13	A1JO5TWGOC9MKQ	52	upv-combo	1	EDIT	Exxon-Mobil und Occidental Petroleum Inc. waren die einzigen amerikanischen Unternehmen, die sich mit dem Ministerium einigen konnten.
777	English	German	603	washpost/2009/12/12/79417	14	A1JO5TWGOC9MKQ	52	upv-combo	1	EDIT	Große amerikanische Firmen wie Chevron und ConocoPhillips, die enge Beziehungen gepflegt mit dem irakischen Ministerium gepflegt hatten und technische Beratung in den letzten Jahren erhielten, gingen leer aus.
778	English	German	604	washpost/2009/12/12/79417	15	A1JO5TWGOC9MKQ	52	upv-combo	1	EDIT	Russische Unternehmen wie Lukoil und Gazprom waren die wichtigsten Akteure in zwei Vergaben von Aufträgen an diesem Wochenende.
779	English	German	605	washpost/2009/12/12/79417	16	A1JO5TWGOC9MKQ	52	upv-combo	1	EDIT	Die staatliche chinesische National Petroleum Corp. Corp. erhielt mehr Aufträge als jedes andere Unternehmen und ging mit großen Einsatz in Verträge für zwei wichtige Bereiche.
780	English	German	606	washpost/2009/12/12/79417	17	A1JO5TWGOC9MKQ	52	upv-combo	1	EDIT	Wir alle wissen, dass China auf dem Weg zu einer großen wirtschaftlichen und technologische Macht ist, sagte Ministeriumssprecher Assam Dschihad.
781	German	English	419	economist/2009/12/10/17240	19	A23Q0IA9ISEC3M	31	limsi	1	EDIT	The thinkers and activists who asked Bowen are usually at odds with their Salafi advocates of Sunni Islam, which is linked to Saudi Arabia and now has a small but influential presence among Europe's Muslims.
782	German	English	420	economist/2009/12/10/17240	20	A23Q0IA9ISEC3M	31	limsi	2	OK	Bowen is of the opinion that Muslim values and French secularism could be compatible.
783	German	English	421	economist/2009/12/10/17240	21	A23Q0IA9ISEC3M	31	limsi	2	OK	But an agreement requires a give and take on both sides.
784	German	English	422	economist/2009/12/10/17240	22	A23Q0IA9ISEC3M	31	limsi	1	EDIT	That is, to what extent French political decision-makers (and the intellectual elite, which is so passionate of keeping the separation of church and state) really are committed to pluralism.
785	German	English	423	economist/2009/12/10/17240	23	A23Q0IA9ISEC3M	31	limsi	1	EDIT	He suggests that Muslims may recieve a treatment as Catholics, Protestants and Jews, who know the historic compromise with the secular Republicanism they had to make.
786	English	German	1374	frankfurter-rundschau/2009/12/10/99503	18	A1JO5TWGOC9MKQ	15	cu-zeman	3	BAD	Die betroffenen, kann man davon ausgehen, guessed und in manchen fällen sogar, deren namen hinter den namen von sorin, voicu und, natürlich, walter.
787	English	German	1375	frankfurter-rundschau/2009/12/10/99503	19	A1JO5TWGOC9MKQ	15	cu-zeman	3	BAD	Im gegensatz zu den nun sehr sich prozess der stasi akten sehen in deutschland, der ansatz, der erbe einer sich immer noch sehr diffuse.
788	English	German	1376	frankfurter-rundschau/2009/12/10/99503	20	A1JO5TWGOC9MKQ	15	cu-zeman	1	EDIT	Eine systematische Klärung wurde in den letzten Jahren behindert und untergraben.
789	English	German	1377	frankfurter-rundschau/2009/12/10/99503	21	A1JO5TWGOC9MKQ	15	cu-zeman	3	BAD	Eine nationale council, sich akten (snsas), die ist vergleichbar mit den birthler autorität, was nur, im jahr 1999, aber die freilassung der akten war sehr langsam.
790	English	German	1378	frankfurter-rundschau/2009/12/10/99503	22	A1JO5TWGOC9MKQ	15	cu-zeman	1	EDIT	Eine Regulierung der Akten von der Regierung existierte erst seit 2005.
791	German	English	775	times-of-london/2009/12/11/100522	28	A23Q0IA9ISEC3M	43	rwth-combo	1	EDIT	But even if he sets the wheels in motion, the rail network is to be built in sections.
792	German	English	776	times-of-london/2009/12/11/100522	29	A23Q0IA9ISEC3M	43	rwth-combo	1	EDIT	The trains would have to switch from the high-speed lines to existing rail lines in the north of Birmingham, thereby changing the travel time between London and Scotland to about three hours.
793	German	English	777	times-of-london/2009/12/11/100522	30	A23Q0IA9ISEC3M	43	rwth-combo	1	EDIT	This is a key sticking point, so that a switch from air to rail can be a beacon for the rail revolution.
